http://movies.yahoo.co.jp/,Yahoo!映画 - 映画情報,
http://movie.goo.ne.jp/,映画情報 - goo 映画,
http://movie.walkerplus.com/,映画・DVDと映画館の上映時間を完全網羅 | Movie Walker,
http://eiga.com/,映画のことならeiga.com,
http://s-wars.jp/,映画「サマーウォーズ」公式サイト,
http://ja.wikipedia.org/wiki/%E6%98%A0%E7%94%BB,映画 - Wikipedia,
http://www.tohotheater.jp/,TOHOシネマズ,
http://www.warnermycal.com/,ワーナー・マイカル・シネマズ－映画館、映画情報、上映スケジュール ...,
http://headlines.yahoo.co.jp/hl?a=20091222-00000007-ykf-ent,大ブーイング！ぐだぐだ最終回「JIN」映画化？TBS意外な反応 ...,
http://pia-eigaseikatsu.jp/,新作映画情報「ぴあ映画生活」,
http://www.movix.co.jp/,映画館・シネコンの【ムービックス-MOVIX】,
http://www.allcinema.net/,映画データベース - allcinema,
http://cinesc.cplaza.ne.jp/,シネマスクランブル 映画予告編・映画ランキング・映画上映 ...,
http://cinecitta.co.jp/index_flash.shtml,チネチッタ【川崎・映画館】公式サイト,
http://wald9.com/,新宿バルト9,
http://www.tsutaya.co.jp/cinema.html,映画、映画館検索 - TSUTAYA online,
http://dir.yahoo.co.jp/entertainment/movies_and_films/,映画、ビデオ - Yahoo!カテゴリ,
http://d.hatena.ne.jp/keyword/%B1%C7%B2%E8,映画とは - はてなキーワード,
http://jp.techcrunch.com/archives/20091219avatar-is-like-the-iphone-of-movies/,『アバター』は映画の未来にiPhone登場なみの衝撃を与える,
http://woman.excite.co.jp/cinema/,映画・映画館・試写会 | ウーマンエキサイト シネマ(映画),
http://d.hatena.ne.jp/tsumiyama/20091222/p1,日本映画のガラパゴス化、インフェルノ鎖国 - 俺の邪悪なメモ,
http://www.toho.co.jp/,東宝WEB SITE,
http://movies.yahoo.co.jp/preflist.html,Yahoo!映画 - 映画館検索,
http://109cinemas.net/,109シネマズ公式ホームページ,
http://movie.maeda-y.com/,前田有一の超映画批評,
http://www.pia.co.jp/cinema.html,シネマぴあ,
http://movie.nifty.com/,@nifty映画 - 映画情報,
http://freemoviefree.blog31.fc2.com/,無料映画館,
http://www.wowow.co.jp/movie/,映画 | WOWOWオンライン,
http://www.freebsd.org/ja/java/ ,映画ならGyaO! 【映画】 無料映画の映像視聴｜GyaO![ギャオ]映画,